ZFIN:ZDB-GENE-070410-44	NCBI_gene:11162
ZFIN:ZDB-GENE-050417-167	NCBI_gene:10450
ZFIN:ZDB-GENE-051030-126	NCBI_gene:10105
ZFIN:ZDB-GENE-030131-1725	NCBI_gene:4820
ZFIN:ZDB-GENE-040426-2822	NCBI_gene:9360
ZFIN:ZDB-GENE-040625-127	NCBI_gene:10465
ZFIN:ZDB-GENE-030131-7459	NCBI_gene:101060363
ZFIN:ZDB-GENE-050522-70	NCBI_gene:285755
ZFIN:ZDB-GENE-060929-1006	NCBI_gene:55182
ZFIN:ZDB-GENE-030131-8226	NCBI_gene:55652
ZFIN:ZDB-GENE-060512-359	NCBI_gene:29110
ZFIN:ZDB-GENE-040718-251	NCBI_gene:9641
ZFIN:ZDB-GENE-071115-2	NCBI_gene:3551
ZFIN:ZDB-GENE-040426-1069	NCBI_gene:1147
ZFIN:ZDB-GENE-040426-1873	NCBI_gene:5810
ZFIN:ZDB-GENE-050417-296	NCBI_gene:161502
ZFIN:ZDB-GENE-081104-285	NCBI_gene:102725415
ZFIN:ZDB-GENE-050522-28	NCBI_gene:56033
ZFIN:ZDB-GENE-050913-153	NCBI_gene:343472
ZFIN:ZDB-GENE-060118-2	NCBI_gene:56751
ZFIN:ZDB-GENE-030131-1689	NCBI_gene:10762
ZFIN:ZDB-GENE-060503-715	NCBI_gene:261734
ZFIN:ZDB-GENE-050208-436	NCBI_gene:148113
ZFIN:ZDB-GENE-050208-76	NCBI_gene:8483
ZFIN:ZDB-GENE-040924-3	NCBI_gene:84826
ZFIN:ZDB-GENE-060503-853	NCBI_gene:4223
ZFIN:ZDB-GENE-040718-149	NCBI_gene:4222
ZFIN:ZDB-GENE-030131-1394	NCBI_gene:23178
ZFIN:ZDB-GENE-040912-164	NCBI_gene:2965
ZFIN:ZDB-GENE-040426-1764	NCBI_gene:92400
ZFIN:ZDB-GENE-041212-73	NCBI_gene:1718
ZFIN:ZDB-GENE-050208-7	NCBI_gene:284352
ZFIN:ZDB-GENE-070912-183	NCBI_gene:90668
ZFIN:ZDB-GENE-050419-197	NCBI_gene:55604
ZFIN:ZDB-GENE-040426-764	NCBI_gene:79954
ZFIN:ZDB-GENE-070531-2	NCBI_gene:127262
ZFIN:ZDB-GENE-030131-7347	NCBI_gene:219972
ZFIN:ZDB-GENE-050208-92	NCBI_gene:9735
ZFIN:ZDB-GENE-070705-529	NCBI_gene:4794
ZFIN:ZDB-GENE-061013-1	NCBI_gene:102465879
ZFIN:ZDB-GENE-081104-267	NCBI_gene:23287
ZFIN:ZDB-GENE-081104-437	NCBI_gene:84871
ZFIN:ZDB-GENE-040822-29	NCBI_gene:60509
ZFIN:ZDB-GENE-070719-6	NCBI_gene:79841
ZFIN:ZDB-GENE-070905-1	NCBI_gene:84131
ZFIN:ZDB-GENE-060929-636	NCBI_gene:65094
ZFIN:ZDB-GENE-040426-17	NCBI_gene:23210
ZFIN:ZDB-GENE-040426-1360	NCBI_gene:9482
ZFIN:ZDB-GENE-030131-9134	NCBI_gene:6747
ZFIN:ZDB-GENE-030131-9847	NCBI_gene:100616113
ZFIN:ZDB-GENE-040426-1037	NCBI_gene:25934
ZFIN:ZDB-GENE-991008-17	NCBI_gene:8508
ZFIN:ZDB-GENE-991008-18	NCBI_gene:2631
ZFIN:ZDB-GENE-041114-174	NCBI_gene:1201
ZFIN:ZDB-GENE-030131-6671	NCBI_gene:27072
ZFIN:ZDB-GENE-090312-92	NCBI_gene:25921
ZFIN:ZDB-GENE-030407-3	NCBI_gene:29801
ZFIN:ZDB-GENE-040426-1163	NCBI_gene:23376
ZFIN:ZDB-GENE-030131-9008	NCBI_gene:5591
ZFIN:ZDB-GENE-070912-458	NCBI_gene:545
ZFIN:ZDB-GENE-061013-767	NCBI_gene:23049
ZFIN:ZDB-GENE-040809-1	NCBI_gene:472
ZFIN:ZDB-GENE-030131-2974	NCBI_gene:2475
ZFIN:ZDB-GENE-070920-1	NCBI_gene:6327
ZFIN:ZDB-GENE-040426-2197	NCBI_gene:196264
ZFIN:ZDB-GENE-031116-71	NCBI_gene:6330
ZFIN:ZDB-GENE-010724-4	NCBI_gene:4359
ZFIN:ZDB-GENE-050417-455	NCBI_gene:9019
ZFIN:ZDB-GENE-060616-122	NCBI_gene:55787
ZFIN:ZDB-GENE-030131-322	NCBI_gene:167838
ZFIN:ZDB-GENE-030131-2900	NCBI_gene:200081
ZFIN:ZDB-GENE-041212-53	NCBI_gene:65018
ZFIN:ZDB-GENE-040426-1029	NCBI_gene:8480
ZFIN:ZDB-GENE-041010-210	NCBI_gene:9184
ZFIN:ZDB-GENE-050417-93	NCBI_gene:116143
ZFIN:ZDB-GENE-030131-1959	NCBI_gene:728340
ZFIN:ZDB-GENE-060526-330	NCBI_gene:80256
ZFIN:ZDB-GENE-050419-204	NCBI_gene:56204
ZFIN:ZDB-GENE-041212-62	NCBI_gene:84890
ZFIN:ZDB-GENE-030131-2887	NCBI_gene:55703
ZFIN:ZDB-GENE-040426-1598	NCBI_gene:84172
ZFIN:ZDB-GENE-041008-1	NCBI_gene:5431
ZFIN:ZDB-GENE-030131-3374	NCBI_gene:221154
ZFIN:ZDB-GENE-070410-22	NCBI_gene:10367
ZFIN:ZDB-GENE-070705-553	NCBI_gene:50640
ZFIN:ZDB-GENE-020111-2	NCBI_gene:1050
ZFIN:ZDB-GENE-020111-4	NCBI_gene:1052
ZFIN:ZDB-GENE-020111-3	NCBI_gene:1051
ZFIN:ZDB-GENE-020111-5	NCBI_gene:1054
ZFIN:ZDB-GENE-030616-614	NCBI_gene:50484
ZFIN:ZDB-GENE-990415-25	NCBI_gene:6241
ZFIN:ZDB-GENE-041111-178	NCBI_gene:79109
ZFIN:ZDB-GENE-050417-46	NCBI_gene:54851
ZFIN:ZDB-GENE-070912-187	NCBI_gene:54437
ZFIN:ZDB-GENE-030131-8969	NCBI_gene:9037
ZFIN:ZDB-GENE-070705-31	NCBI_gene:10509
ZFIN:ZDB-GENE-991209-6	NCBI_gene:10371
ZFIN:ZDB-GENE-030131-2956	NCBI_gene:56920
ZFIN:ZDB-GENE-040724-119	NCBI_gene:10500
ZFIN:ZDB-GENE-050513-5	NCBI_gene:10512
ZFIN:ZDB-GENE-030131-7864	NCBI_gene:9723
ZFIN:ZDB-GENE-030131-8004	NCBI_gene:57556
ZFIN:ZDB-GENE-030131-3633	NCBI_gene:8482
ZFIN:ZDB-GENE-990715-2	NCBI_gene:223117
ZFIN:ZDB-GENE-050513-2	NCBI_gene:6405
ZFIN:ZDB-GENE-080303-16	NCBI_gene:54910
ZFIN:ZDB-GENE-040724-23	NCBI_gene:10501
ZFIN:ZDB-GENE-060503-381	NCBI_gene:57715
ZFIN:ZDB-GENE-050417-171	NCBI_gene:80031
ZFIN:ZDB-GENE-060503-199	NCBI_gene:92106
ZFIN:ZDB-GENE-030131-3281	NCBI_gene:1727
ZFIN:ZDB-GENE-050522-225	NCBI_gene:51167
ZFIN:ZDB-GENE-060825-83	NCBI_gene:102723491
ZFIN:ZDB-GENE-060512-299	NCBI_gene:25833
ZFIN:ZDB-GENE-030131-2422	NCBI_gene:5451
ZFIN:ZDB-GENE-060310-2	NCBI_gene:5452
ZFIN:ZDB-GENE-040630-7	NCBI_gene:5449
ZFIN:ZDB-GENE-980526-370	NCBI_gene:5454
ZFIN:ZDB-GENE-990415-24	NCBI_gene:5459
ZFIN:ZDB-GENE-040401-1	NCBI_gene:5458
ZFIN:ZDB-GENE-000523-2	NCBI_gene:5457
ZFIN:ZDB-GENE-980526-530	NCBI_gene:5463
ZFIN:ZDB-GENE-091118-71	NCBI_gene:11281
ZFIN:ZDB-GENE-030131-3308	NCBI_gene:57613
ZFIN:ZDB-GENE-091204-17	NCBI_gene:83986
ZFIN:ZDB-GENE-050320-72	NCBI_gene:55022
ZFIN:ZDB-GENE-030131-1428	NCBI_gene:57580
ZFIN:ZDB-GENE-091113-37	NCBI_gene:80243
ZFIN:ZDB-GENE-061013-453	NCBI_gene:64798
ZFIN:ZDB-GENE-100922-89	NCBI_gene:151556
ZFIN:ZDB-GENE-110815-2	NCBI_gene:151556
ZFIN:ZDB-GENE-050522-236	NCBI_gene:100288695
ZFIN:ZDB-GENE-030131-8171	NCBI_gene:30850
ZFIN:ZDB-GENE-030131-6598	NCBI_gene:51360
ZFIN:ZDB-GENE-040426-2359	NCBI_gene:84872
ZFIN:ZDB-GENE-060929-704	NCBI_gene:4154
ZFIN:ZDB-GENE-030131-9582	NCBI_gene:10150
ZFIN:ZDB-GENE-081002-3	NCBI_gene:55796
ZFIN:ZDB-GENE-060503-252	NCBI_gene:84465
ZFIN:ZDB-GENE-080506-1	NCBI_gene:84466
ZFIN:ZDB-GENE-030131-7773	NCBI_gene:2621
ZFIN:ZDB-GENE-090312-12	NCBI_gene:1953
ZFIN:ZDB-GENE-070820-10	NCBI_gene:3981
ZFIN:ZDB-GENE-030131-8453	NCBI_gene:3980
ZFIN:ZDB-GENE-110404-2	NCBI_gene:3978
ZFIN:ZDB-GENE-070912-645	NCBI_gene:3978
ZFIN:ZDB-GENE-040808-22	NCBI_gene:115908
ZFIN:ZDB-GENE-070424-138	NCBI_gene:728464
ZFIN:ZDB-GENE-000906-3	NCBI_gene:56998
ZFIN:ZDB-GENE-040718-342	NCBI_gene:84328
ZFIN:ZDB-GENE-090313-38	NCBI_gene:79894
ZFIN:ZDB-GENE-030131-4450	NCBI_gene:3104
ZFIN:ZDB-GENE-050624-2	NCBI_gene:403341
ZFIN:ZDB-GENE-080728-3	NCBI_gene:152485
ZFIN:ZDB-GENE-100922-260	NCBI_gene:116115
ZFIN:ZDB-GENE-081022-123	NCBI_gene:9841
ZFIN:ZDB-GENE-050208-621	NCBI_gene:84614
ZFIN:ZDB-GENE-040624-5	NCBI_gene:10664
ZFIN:ZDB-GENE-080512-2	NCBI_gene:7701
ZFIN:ZDB-GENE-070410-134	NCBI_gene:64326
ZFIN:ZDB-GENE-041010-198	NCBI_gene:79228
ZFIN:ZDB-GENE-090313-131	NCBI_gene:116966
ZFIN:ZDB-GENE-021231-3	NCBI_gene:23160
ZFIN:ZDB-GENE-040426-2082	NCBI_gene:11091
ZFIN:ZDB-GENE-030616-5	NCBI_gene:84128
ZFIN:ZDB-GENE-050419-255	NCBI_gene:164781
ZFIN:ZDB-GENE-060803-1	NCBI_gene:54806
ZFIN:ZDB-GENE-030131-9012	NCBI_gene:26608
ZFIN:ZDB-GENE-040116-2	NCBI_gene:5048
ZFIN:ZDB-GENE-040426-2906	NCBI_gene:121441
ZFIN:ZDB-GENE-040109-2	NCBI_gene:26094
ZFIN:ZDB-GENE-040426-978	NCBI_gene:9410
ZFIN:ZDB-GENE-030131-8414	NCBI_gene:55003
ZFIN:ZDB-GENE-040722-2	NCBI_gene:139212
ZFIN:ZDB-GENE-050208-558	NCBI_gene:51066
ZFIN:ZDB-GENE-020514-1	NCBI_gene:1357
ZFIN:ZDB-GENE-040704-61	NCBI_gene:1358
ZFIN:ZDB-GENE-070619-6	NCBI_gene:130749
ZFIN:ZDB-GENE-030131-1132	NCBI_gene:1360
ZFIN:ZDB-GENE-091204-331	NCBI_gene:57094
ZFIN:ZDB-GENE-050522-259	NCBI_gene:1361
ZFIN:ZDB-GENE-030616-254	NCBI_gene:79089
ZFIN:ZDB-GENE-040426-2504	NCBI_gene:83590
ZFIN:ZDB-GENE-050320-117	NCBI_gene:64771
ZFIN:ZDB-GENE-040426-1703	NCBI_gene:2272
ZFIN:ZDB-GENE-070410-139	NCBI_gene:84681
ZFIN:ZDB-GENE-040927-8	NCBI_gene:3094
ZFIN:ZDB-GENE-040426-2415	NCBI_gene:56897
ZFIN:ZDB-GENE-040426-826	NCBI_gene:55421
ZFIN:ZDB-GENE-060503-756	NCBI_gene:4958
ZFIN:ZDB-GENE-041008-9	NCBI_gene:1833
ZFIN:ZDB-GENE-080327-24	NCBI_gene:5549
ZFIN:ZDB-GENE-050208-650	NCBI_gene:4969
ZFIN:ZDB-GENE-040625-24	NCBI_gene:4060
ZFIN:ZDB-GENE-041210-165	NCBI_gene:11081
ZFIN:ZDB-GENE-081031-90	NCBI_gene:
ZFIN:ZDB-GENE-041008-23	NCBI_gene:2331
ZFIN:ZDB-GENE-050517-27	NCBI_gene:215
ZFIN:ZDB-GENE-040426-2868	NCBI_gene:5825
ZFIN:ZDB-GENE-050517-30	NCBI_gene:5826
ZFIN:ZDB-GENE-040426-1997	NCBI_gene:1479
ZFIN:ZDB-GENE-050417-175	NCBI_gene:4118
ZFIN:ZDB-GENE-070112-1312	NCBI_gene:152189
ZFIN:ZDB-GENE-050208-33	NCBI_gene:83742
ZFIN:ZDB-GENE-050419-195	NCBI_gene:51090
ZFIN:ZDB-GENE-041111-174	NCBI_gene:112616
ZFIN:ZDB-GENE-030710-11	NCBI_gene:5355
ZFIN:ZDB-GENE-040801-206	NCBI_gene:123920
ZFIN:ZDB-GENE-030729-15	NCBI_gene:54918
ZFIN:ZDB-GENE-040718-195	NCBI_gene:146223
ZFIN:ZDB-GENE-040718-140	NCBI_gene:80224
ZFIN:ZDB-GENE-051023-10	NCBI_gene:10101
ZFIN:ZDB-GENE-050417-471	NCBI_gene:4682
ZFIN:ZDB-GENE-110411-183	NCBI_gene:81491
ZFIN:ZDB-GENE-070912-629	NCBI_gene:11250
ZFIN:ZDB-GENE-090313-313	NCBI_gene:55084
ZFIN:ZDB-GENE-051113-152	NCBI_gene:3257
ZFIN:ZDB-GENE-030131-6244	NCBI_gene:84146
ZFIN:ZDB-GENE-041111-214	NCBI_gene:57592
ZFIN:ZDB-GENE-090406-2	NCBI_gene:57567
ZFIN:ZDB-GENE-041210-131	NCBI_gene:11108
ZFIN:ZDB-GENE-090313-240	NCBI_gene:7709
ZFIN:ZDB-GENE-110411-123	NCBI_gene:55628
ZFIN:ZDB-GENE-080613-3	NCBI_gene:7799
ZFIN:ZDB-GENE-031006-8	NCBI_gene:284958
ZFIN:ZDB-GENE-030131-3566	NCBI_gene:22978
ZFIN:ZDB-GENE-030131-8274	NCBI_gene:221294
ZFIN:ZDB-GENE-080523-3	NCBI_gene:51559
ZFIN:ZDB-GENE-060503-297	NCBI_gene:54802
ZFIN:ZDB-GENE-041010-15	NCBI_gene:102723473
ZFIN:ZDB-GENE-040914-80	NCBI_gene:9330
ZFIN:ZDB-GENE-040718-315	NCBI_gene:10247
ZFIN:ZDB-GENE-031118-96	NCBI_gene:102725164
ZFIN:ZDB-GENE-091113-62	NCBI_gene:57462
ZFIN:ZDB-GENE-070212-2	NCBI_gene:2548
ZFIN:ZDB-GENE-070321-1	NCBI_gene:130497
ZFIN:ZDB-GENE-050417-183	NCBI_gene:116039
ZFIN:ZDB-GENE-040426-2061	NCBI_gene:51150
ZFIN:ZDB-GENE-050706-62	NCBI_gene:5955
ZFIN:ZDB-GENE-040625-175	NCBI_gene:57333
ZFIN:ZDB-GENE-080225-33	NCBI_gene:440034
ZFIN:ZDB-GENE-040426-1251	NCBI_gene:813
ZFIN:ZDB-GENE-110913-162	NCBI_gene:8045
ZFIN:ZDB-GENE-040426-1338	NCBI_gene:11228
ZFIN:ZDB-GENE-091204-470	NCBI_gene:9182
ZFIN:ZDB-GENE-070705-262	NCBI_gene:83999
ZFIN:ZDB-GENE-010724-6	NCBI_gene:2271
ZFIN:ZDB-GENE-040426-1152	NCBI_gene:435
ZFIN:ZDB-GENE-030131-6363	NCBI_gene:158
ZFIN:ZDB-GENE-041021-1	NCBI_gene:11044
ZFIN:ZDB-GENE-040426-1115	NCBI_gene:10846
ZFIN:ZDB-GENE-070912-207	NCBI_gene:50940
ZFIN:ZDB-GENE-040426-1664	NCBI_gene:5146
ZFIN:ZDB-GENE-090421-2	NCBI_gene:5158
ZFIN:ZDB-GENE-060824-4	NCBI_gene:8654
ZFIN:ZDB-GENE-081105-16	NCBI_gene:5144
ZFIN:ZDB-GENE-041210-23	NCBI_gene:5139
ZFIN:ZDB-GENE-031222-10	NCBI_gene:5150
ZFIN:ZDB-GENE-070112-622	NCBI_gene:5151
ZFIN:ZDB-GENE-091117-3	NCBI_gene:8622
ZFIN:ZDB-GENE-100922-7	NCBI_gene:5136
ZFIN:ZDB-GENE-061103-457	NCBI_gene:23277
ZFIN:ZDB-GENE-030131-3255	NCBI_gene:23512
ZFIN:ZDB-GENE-030131-2714	NCBI_gene:5279
ZFIN:ZDB-GENE-110411-126	NCBI_gene:91869
ZFIN:ZDB-GENE-061207-53	NCBI_gene:646262
ZFIN:ZDB-GENE-020111-1	NCBI_gene:114294
ZFIN:ZDB-GENE-111214-1	NCBI_gene:128153
ZFIN:ZDB-GENE-080219-2	NCBI_gene:26499
ZFIN:ZDB-GENE-040426-1506	NCBI_gene:5341
ZFIN:ZDB-GENE-030131-9975	NCBI_gene:168002
ZFIN:ZDB-GENE-040623-3	NCBI_gene:51339
ZFIN:ZDB-GENE-091204-226	NCBI_gene:147906
ZFIN:ZDB-GENE-040426-1312	NCBI_gene:30001
ZFIN:ZDB-GENE-060929-744	NCBI_gene:56605
ZFIN:ZDB-GENE-080214-7	NCBI_gene:126393
ZFIN:ZDB-GENE-020508-1	NCBI_gene:102724652
ZFIN:ZDB-GENE-991119-2	NCBI_gene:1410
ZFIN:ZDB-GENE-070705-338	NCBI_gene:8988
ZFIN:ZDB-GENE-041010-136	NCBI_gene:27129
ZFIN:ZDB-GENE-030131-2480	NCBI_gene:26353
ZFIN:ZDB-GENE-030326-4	NCBI_gene:3315
ZFIN:ZDB-GENE-081104-366	NCBI_gene:8372
ZFIN:ZDB-GENE-060312-42	NCBI_gene:3373
ZFIN:ZDB-GENE-050506-63	NCBI_gene:6677
ZFIN:ZDB-GENE-030131-778	NCBI_gene:23649
ZFIN:ZDB-GENE-041212-79	NCBI_gene:54503
ZFIN:ZDB-GENE-070424-194	NCBI_gene:23390
ZFIN:ZDB-GENE-030131-437	NCBI_gene:54059
ZFIN:ZDB-GENE-060502-1	NCBI_gene:65980
ZFIN:ZDB-GENE-040426-2687	NCBI_gene:29117
ZFIN:ZDB-GENE-040718-352	NCBI_gene:9827
ZFIN:ZDB-GENE-040407-1	NCBI_gene:10523
ZFIN:ZDB-GENE-051111-1	NCBI_gene:3586
ZFIN:ZDB-GENE-071121-1	NCBI_gene:50604
ZFIN:ZDB-GENE-030131-3406	NCBI_gene:101929336
ZFIN:ZDB-GENE-040426-2518	NCBI_gene:10938
ZFIN:ZDB-GENE-030131-9347	NCBI_gene:30846
ZFIN:ZDB-GENE-041014-352	NCBI_gene:30845
ZFIN:ZDB-GENE-060810-22	NCBI_gene:30844
ZFIN:ZDB-GENE-061110-91	NCBI_gene:6345
ZFIN:ZDB-GENE-030131-9536	NCBI_gene:85021
ZFIN:ZDB-GENE-050309-102	NCBI_gene:50618
ZFIN:ZDB-GENE-030616-226	NCBI_gene:102724664
ZFIN:ZDB-GENE-081104-264	NCBI_gene:2060
ZFIN:ZDB-GENE-060503-274	NCBI_gene:58513
ZFIN:ZDB-GENE-070501-5	NCBI_gene:8557
ZFIN:ZDB-GENE-030131-1016	NCBI_gene:4677
ZFIN:ZDB-GENE-021115-8	NCBI_gene:3735
ZFIN:ZDB-GENE-060929-596	NCBI_gene:79731
ZFIN:ZDB-GENE-070912-443	NCBI_gene:55157
ZFIN:ZDB-GENE-061110-135	NCBI_gene:1615
ZFIN:ZDB-GENE-040426-2789	NCBI_gene:10250
ZFIN:ZDB-GENE-070615-10	NCBI_gene:9542
ZFIN:ZDB-GENE-050302-113	NCBI_gene:3084
ZFIN:ZDB-GENE-030131-7491	NCBI_gene:140767
ZFIN:ZDB-GENE-120203-3	NCBI_gene:153222
ZFIN:ZDB-GENE-040718-204	NCBI_gene:101927673
ZFIN:ZDB-GENE-050102-3	NCBI_gene:83937
ZFIN:ZDB-GENE-030616-513	NCBI_gene:166824
ZFIN:ZDB-GENE-040912-124	NCBI_gene:9770
ZFIN:ZDB-GENE-040912-14	NCBI_gene:11186
ZFIN:ZDB-GENE-040426-2644	NCBI_gene:83604
ZFIN:ZDB-GENE-050104-1	NCBI_gene:64065
ZFIN:ZDB-GENE-070209-41	NCBI_gene:730112
ZFIN:ZDB-GENE-030131-6246	NCBI_gene:102725056
ZFIN:ZDB-GENE-050506-113	NCBI_gene:93974
ZFIN:ZDB-GENE-050522-513	NCBI_gene:2958
ZFIN:ZDB-GENE-030131-4867	NCBI_gene:6760
ZFIN:ZDB-GENE-050417-268	NCBI_gene:51188
ZFIN:ZDB-GENE-070912-4	NCBI_gene:10699
ZFIN:ZDB-GENE-040718-7	NCBI_gene:318
ZFIN:ZDB-GENE-080225-1	NCBI_gene:54700
ZFIN:ZDB-GENE-040808-14	NCBI_gene:84321
ZFIN:ZDB-GENE-040426-975	NCBI_gene:8660
ZFIN:ZDB-GENE-030131-872	NCBI_gene:3667
ZFIN:ZDB-GENE-081104-299	NCBI_gene:5099
ZFIN:ZDB-GENE-120215-98	NCBI_gene:5101
ZFIN:ZDB-GENE-091116-32	NCBI_gene:5097
ZFIN:ZDB-GENE-060503-286	NCBI_gene:1012
ZFIN:ZDB-GENE-010606-1	NCBI_gene:1001
ZFIN:ZDB-GENE-030131-780	NCBI_gene:1013
ZFIN:ZDB-GENE-100922-193	NCBI_gene:60437
ZFIN:ZDB-GENE-030910-3	NCBI_gene:1015
ZFIN:ZDB-GENE-060503-920	NCBI_gene:999
ZFIN:ZDB-GENE-990415-171	NCBI_gene:1000
ZFIN:ZDB-GENE-050320-92	NCBI_gene:1004
ZFIN:ZDB-GENE-980526-170	NCBI_gene:1009
ZFIN:ZDB-GENE-081104-50	NCBI_gene:64403
ZFIN:ZDB-GENE-061019-3	NCBI_gene:1005
ZFIN:ZDB-GENE-050208-41	NCBI_gene:8642
ZFIN:ZDB-GENE-041210-305	NCBI_gene:9889
ZFIN:ZDB-GENE-030219-100	NCBI_gene:1802
ZFIN:ZDB-GENE-050417-411	NCBI_gene:1801
ZFIN:ZDB-GENE-040426-2925	NCBI_gene:202915
ZFIN:ZDB-GENE-050417-219	NCBI_gene:25829
ZFIN:ZDB-GENE-090312-89	NCBI_gene:55751
ZFIN:ZDB-GENE-060306-2	NCBI_gene:6095
ZFIN:ZDB-GENE-061204-2	NCBI_gene:6096
ZFIN:ZDB-GENE-030903-3	NCBI_gene:8856
ZFIN:ZDB-GENE-080403-10	NCBI_gene:7421
ZFIN:ZDB-GENE-040718-313	NCBI_gene:9971
ZFIN:ZDB-GENE-990415-268	NCBI_gene:7068
ZFIN:ZDB-GENE-060613-1	NCBI_gene:7067
ZFIN:ZDB-GENE-980526-72	NCBI_gene:5914
ZFIN:ZDB-GENE-070314-1	NCBI_gene:5915
ZFIN:ZDB-GENE-980526-531	NCBI_gene:5916
ZFIN:ZDB-GENE-000112-47	NCBI_gene:5467
ZFIN:ZDB-GENE-990415-211	NCBI_gene:5465
ZFIN:ZDB-GENE-990415-213	NCBI_gene:5468
ZFIN:ZDB-GENE-050105-1	NCBI_gene:9572
ZFIN:ZDB-GENE-990415-244	NCBI_gene:9975
ZFIN:ZDB-GENE-040718-448	NCBI_gene:1340
ZFIN:ZDB-GENE-110411-146	NCBI_gene:26278
ZFIN:ZDB-GENE-050506-78	NCBI_gene:2224
ZFIN:ZDB-GENE-110408-60	NCBI_gene:9563
ZFIN:ZDB-GENE-070508-4	NCBI_gene:2539
ZFIN:ZDB-GENE-070212-1	NCBI_gene:26528
ZFIN:ZDB-GENE-040426-1547	NCBI_gene:7073
ZFIN:ZDB-GENE-030131-1506	NCBI_gene:7072
ZFIN:ZDB-GENE-031125-3	NCBI_gene:9904
ZFIN:ZDB-GENE-060224-1	NCBI_gene:220988
ZFIN:ZDB-GENE-040426-1546	NCBI_gene:144983
ZFIN:ZDB-GENE-030912-14	NCBI_gene:144983
ZFIN:ZDB-GENE-040426-1546	NCBI_gene:3178
ZFIN:ZDB-GENE-030912-14	NCBI_gene:3178
ZFIN:ZDB-GENE-030131-579	NCBI_gene:101928747
ZFIN:ZDB-GENE-030131-5841	NCBI_gene:1153
ZFIN:ZDB-GENE-050327-97	NCBI_gene:9584
ZFIN:ZDB-GENE-040426-2852	NCBI_gene:9584
ZFIN:ZDB-GENE-040809-2	NCBI_gene:79171
ZFIN:ZDB-GENE-030131-3902	NCBI_gene:83759
ZFIN:ZDB-GENE-030131-3902	NCBI_gene:5936
ZFIN:ZDB-GENE-030131-6154	NCBI_gene:10949
ZFIN:ZDB-GENE-030131-2249	NCBI_gene:10949
ZFIN:ZDB-GENE-070424-97	NCBI_gene:3184
ZFIN:ZDB-GENE-050320-86	NCBI_gene:4440
ZFIN:ZDB-GENE-040426-2717	NCBI_gene:9987
ZFIN:ZDB-GENE-030131-185	NCBI_gene:3182
ZFIN:ZDB-GENE-040426-1268	NCBI_gene:124540
ZFIN:ZDB-GENE-061013-298	NCBI_gene:166863
ZFIN:ZDB-GENE-060824-3	NCBI_gene:29974
ZFIN:ZDB-GENE-030828-4	NCBI_gene:373863
ZFIN:ZDB-GENE-030131-9612	NCBI_gene:54502
ZFIN:ZDB-GENE-030131-6986	NCBI_gene:4691
ZFIN:ZDB-GENE-041114-11	NCBI_gene:78989
ZFIN:ZDB-GENE-050522-273	NCBI_gene:4720
ZFIN:ZDB-GENE-031010-34	NCBI_gene:100506124
ZFIN:ZDB-GENE-070912-340	NCBI_gene:51337
ZFIN:ZDB-GENE-070705-374	NCBI_gene:83696
ZFIN:ZDB-GENE-071004-98	NCBI_gene:6713
ZFIN:ZDB-GENE-031002-35	NCBI_gene:54541
ZFIN:ZDB-GENE-050327-26	NCBI_gene:151613
ZFIN:ZDB-GENE-021223-3	NCBI_gene:4161
ZFIN:ZDB-GENE-050506-8	NCBI_gene:8698
ZFIN:ZDB-GENE-100209-3	NCBI_gene:2835
ZFIN:ZDB-GENE-020123-2	NCBI_gene:
ZFIN:ZDB-GENE-030616-499	NCBI_gene:1902
ZFIN:ZDB-GENE-030502-2	NCBI_gene:4158
ZFIN:ZDB-GENE-030502-1	NCBI_gene:4157
ZFIN:ZDB-GENE-040312-3	NCBI_gene:1268
ZFIN:ZDB-GENE-030502-3	NCBI_gene:4159
ZFIN:ZDB-GENE-041114-188	NCBI_gene:53637
ZFIN:ZDB-GENE-021223-2	NCBI_gene:4160
ZFIN:ZDB-GENE-040801-97	NCBI_gene:9170
ZFIN:ZDB-GENE-001228-2	NCBI_gene:1901
ZFIN:ZDB-GENE-041014-328	NCBI_gene:22926
ZFIN:ZDB-GENE-030219-181	NCBI_gene:90993
ZFIN:ZDB-GENE-070112-1542	NCBI_gene:64764
ZFIN:ZDB-GENE-030131-403	NCBI_gene:148327
ZFIN:ZDB-GENE-030131-4298	NCBI_gene:84699
ZFIN:ZDB-GENE-040426-2942	NCBI_gene:10488
ZFIN:ZDB-GENE-040426-750	NCBI_gene:1385
ZFIN:ZDB-GENE-040724-10	NCBI_gene:9733
ZFIN:ZDB-GENE-061013-677	NCBI_gene:387712
ZFIN:ZDB-GENE-030131-6048	NCBI_gene:2023
ZFIN:ZDB-GENE-040704-27	NCBI_gene:2026
ZFIN:ZDB-GENE-031006-5	NCBI_gene:2027
ZFIN:ZDB-GENE-041001-202	NCBI_gene:29940
ZFIN:ZDB-GENE-030131-7517	NCBI_gene:92126
ZFIN:ZDB-GENE-030131-2042	NCBI_gene:55737
ZFIN:ZDB-GENE-030131-1247	NCBI_gene:10072
ZFIN:ZDB-GENE-040426-1618	NCBI_gene:102723620
ZFIN:ZDB-GENE-030131-1809	NCBI_gene:51496
ZFIN:ZDB-GENE-041114-177	NCBI_gene:23399
ZFIN:ZDB-GENE-030131-184	NCBI_gene:10106
ZFIN:ZDB-GENE-050522-523	NCBI_gene:58190
ZFIN:ZDB-GENE-060929-488	NCBI_gene:10217
